"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cluster-worker-2",,,,"User:","ubuntu"
"Cmdline:","dstat --time -c -m -d -n --io --top-bio --output nbt_cidd_2.csv",,,,"Date:","26 Sep 2019 07:24:50 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",,"io/total",,"most expensive"
26-09 07:44:58,1.515,0.505,97.475,0.0,0.0,0.505,748097536.0,12140544.0,991793152.0,2391293952.0,1048576.0,0.0,4249944.0,7902325.0,4.0,0.0,java / 1048576:4313088
26-09 07:44:59,1.010,0.505,92.929,5.051,0.0,0.505,748310528.0,12152832.0,995979264.0,2386882560.0,1048576.0,81920.0,4117920.0,7563020.0,4.0,2.0,java / 1048576:4091904
26-09 07:45:00,1.015,0.508,98.477,0.0,0.0,0.0,748711936.0,12152832.0,1000308736.0,2382151680.0,1179648.0,0.0,4378790.0,8286177.0,5.0,0.0,java / 1179648:4362240
26-09 07:45:01,1.005,1.005,97.487,0.0,0.0,0.503,748814336.0,12152832.0,1004580864.0,2377777152.0,1048576.0,0.0,4313207.0,8184010.0,4.0,0.0,java / 1048576:4288512
26-09 07:45:02,1.508,1.005,97.487,0.0,0.0,0.0,749006848.0,12152832.0,1008844800.0,2373320704.0,1048576.0,0.0,4247201.0,7940017.0,4.0,0.0,java / 1048576:4227072
26-09 07:45:03,0.503,1.005,97.487,0.503,0.0,0.503,748990464.0,12152832.0,1013145600.0,2369036288.0,1048576.0,0.0,4249990.0,7936039.0,4.0,0.0,java / 1048576:4227072
26-09 07:45:04,1.508,0.503,96.482,1.005,0.0,0.503,749084672.0,12161024.0,1017319424.0,2364760064.0,1048576.0,20480.0,4247620.0,7965570.0,4.0,2.0,java / 1048576:4161536
26-09 07:45:05,0.0,1.020,98.980,0.0,0.0,0.0,749170688.0,12161024.0,1022156800.0,2359836672.0,1048576.0,0.0,4966276.0,9166112.0,4.0,0.0,java / 1048576:4939776
26-09 07:45:06,1.005,1.005,97.487,0.0,0.0,0.503,749596672.0,12161024.0,1027358720.0,2354208768.0,1048576.0,0.0,5227267.0,9563141.0,4.0,0.0,java / 1048576:5263360
26-09 07:45:07,1.005,1.005,96.985,0.503,0.0,0.503,749846528.0,12161024.0,1032622080.0,2348695552.0,1048576.0,77824.0,5358135.0,9845372.0,4.0,16.0,java / 1048576:5267456
26-09 07:45:08,1.0,1.0,97.500,0.0,0.0,0.500,749748224.0,12161024.0,1037205504.0,2344210432.0,1179648.0,0.0,4312770.0,8002170.0,5.0,0.0,java / 1179648:4354048
26-09 07:45:09,1.500,1.0,96.500,1.0,0.0,0.0,749793280.0,12169216.0,1041334272.0,2340028416.0,1048576.0,36864.0,4247686.0,7900843.0,4.0,3.0,java / 1048576:4161536
26-09 07:45:10,0.505,1.010,97.980,0.0,0.0,0.505,749846528.0,12169216.0,1045692416.0,2335617024.0,1048576.0,0.0,4247224.0,7919829.0,4.0,0.0,java / 1048576:4292608
26-09 07:45:11,0.503,1.508,97.990,0.0,0.0,0.0,750039040.0,12169216.0,1049923584.0,2331193344.0,1048576.0,0.0,4247249.0,7943022.0,4.0,0.0,java / 1048576:4161536
26-09 07:45:12,0.505,1.515,97.475,0.0,0.0,0.505,749735936.0,12169216.0,1053958144.0,2327461888.0,1048576.0,65331200.0,4051483.0,7484540.0,4.0,70.0,java / 1048576:4112384
26-09 07:45:13,0.508,0.508,98.477,0.0,0.0,0.508,750514176.0,12169216.0,1058144256.0,2322497536.0,1048576.0,0.0,4247482.0,7939241.0,4.0,0.0,java / 1048576:4161536
26-09 07:45:14,0.995,1.493,96.517,0.995,0.0,0.0,750362624.0,12177408.0,1062191104.0,2318594048.0,1048576.0,57344.0,4182592.0,7936956.0,4.0,5.0,java / 1048576:4169728
26-09 07:45:15,1.508,1.508,96.482,0.0,0.0,0.503,750465024.0,12177408.0,1066524672.0,2314158080.0,1048576.0,0.0,4183521.0,7798871.0,4.0,0.0,java / 1048576:4157440
26-09 07:45:16,1.0,1.500,97.500,0.0,0.0,0.0,750608384.0,12177408.0,1070379008.0,2310160384.0,786432.0,0.0,4182297.0,7793481.0,3.0,0.0,java / 786432:4161536
26-09 07:45:17,1.010,1.010,97.980,0.0,0.0,0.0,751329280.0,12177408.0,1074462720.0,2305355776.0,1048576.0,0.0,4249811.0,7918555.0,4.0,0.0,java / 1048576:4227072
26-09 07:45:18,2.0,0.0,97.500,0.500,0.0,0.0,750653440.0,12177408.0,1078788096.0,2301706240.0,1048576.0,0.0,4182423.0,7795502.0,4.0,0.0,java / 1048576:4227072
26-09 07:45:19,0.990,2.475,95.545,0.495,0.0,0.495,750923776.0,12185600.0,1083043840.0,2297171968.0,1048576.0,24576.0,4313057.0,8052752.0,4.0,2.0,java / 1048576:4222976
26-09 07:45:20,0.505,0.505,98.485,0.0,0.0,0.505,751026176.0,12185600.0,1087221760.0,2292891648.0,1048576.0,0.0,4247291.0,7876553.0,4.0,0.0,java / 1048576:4227072
26-09 07:45:21,0.500,1.500,96.0,1.0,0.0,1.0,751456256.0,12185600.0,1091530752.0,2288152576.0,1048576.0,0.0,4248394.0,7959077.0,4.0,0.0,java / 1048576:4292608
26-09 07:45:22,0.498,1.990,97.015,0.498,0.0,0.0,751013888.0,12185600.0,1095753728.0,2284371968.0,1048576.0,0.0,4249258.0,7842367.0,4.0,0.0,java / 1048576:4222976
26-09 07:45:23,1.015,0.508,97.970,0.0,0.0,0.508,751271936.0,12185600.0,1100054528.0,2279813120.0,1048576.0,0.0,4312944.0,8075434.0,4.0,0.0,java / 1048576:4227072
26-09 07:45:24,1.478,1.478,95.567,0.493,0.0,0.985,751775744.0,12193792.0,1104375808.0,2274979840.0,1179648.0,20480.0,4312811.0,8034170.0,5.0,2.0,java / 1179648:4292608
26-09 07:45:25,1.005,1.005,96.985,1.005,0.0,0.0,750280704.0,12193792.0,1108611072.0,2272239616.0,1048576.0,0.0,4181925.0,7712751.0,4.0,0.0,java / 1048576:4161536
26-09 07:45:26,1.015,0.508,98.477,0.0,0.0,0.0,750223360.0,12193792.0,1112563712.0,2268344320.0,1048576.0,0.0,4051298.0,7615426.0,4.0,0.0,java / 1048576:4030464
26-09 07:45:27,0.990,1.485,96.535,0.0,0.0,0.990,750313472.0,12193792.0,1116848128.0,2263969792.0,1048576.0,0.0,4247224.0,7889942.0,4.0,0.0,java / 1048576:4227072
26-09 07:45:28,0.510,0.510,98.980,0.0,0.0,0.0,750731264.0,12193792.0,1120751616.0,2259648512.0,1048576.0,0.0,3990798.0,7413095.0,4.0,0.0,java / 1048576:4030464
26-09 07:45:29,1.990,0.498,95.025,1.990,0.0,0.498,750088192.0,12201984.0,1122930688.0,2258104320.0,1048576.0,20480.0,4089982.0,5538526.0,4.0,2.0,java / 1048576:2060288
26-09 07:45:30,0.505,0.505,98.485,0.505,0.0,0.0,750522368.0,12201984.0,1122963456.0,2257637376.0,1048576.0,0.0,1048641.0,3595123.0,4.0,0.0,java / 1048576:0
26-09 07:45:31,0.500,0.0,99.0,0.500,0.0,0.0,750231552.0,12201984.0,1122918400.0,2257973248.0,1048576.0,0.0,5963.0,3679386.0,4.0,0.0,java / 1048576:0
26-09 07:45:32,0.0,0.508,99.492,0.0,0.0,0.0,749989888.0,12201984.0,1122918400.0,2258214912.0,1048576.0,0.0,5364.0,3509773.0,4.0,0.0,java / 1048576:0
26-09 07:45:33,0.503,0.503,98.492,0.503,0.0,0.0,749793280.0,12201984.0,1122918400.0,2258411520.0,1048576.0,0.0,5543.0,3628120.0,4.0,0.0,java / 1048576:0
26-09 07:45:34,0.995,0.498,97.512,0.995,0.0,0.0,749686784.0,12210176.0,1123016704.0,2258411520.0,1048576.0,45056.0,5543.0,3622121.0,4.0,2.0,java / 1048576:0
26-09 07:45:35,0.0,0.0,100.0,0.0,0.0,0.0,749760512.0,12210176.0,1122967552.0,2258386944.0,1048576.0,0.0,5430.0,3578994.0,4.0,0.0,java / 1048576:0
26-09 07:45:36,0.505,0.0,99.495,0.0,0.0,0.0,749862912.0,12210176.0,1123016704.0,2258235392.0,1048576.0,0.0,5489.0,3582258.0,4.0,0.0,java / 1048576:0
26-09 07:45:37,0.500,0.500,98.500,0.500,0.0,0.0,749752320.0,12210176.0,1123016704.0,2258345984.0,1048576.0,0.0,1364.0,851189.0,4.0,0.0,java / 1048576:0
26-09 07:45:38,0.0,0.0,98.995,1.005,0.0,0.0,749682688.0,12210176.0,1122959360.0,2258472960.0,1048576.0,0.0,348.0,1492.0,4.0,0.0,java / 1048576:0
26-09 07:45:39,1.0,0.0,99.0,0.0,0.0,0.0,749846528.0,12210176.0,1122922496.0,2258345984.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:45:40,0.500,0.0,98.0,1.0,0.0,0.500,749940736.0,12218368.0,1123074048.0,2258092032.0,1179648.0,12288.0,305.0,918.0,5.0,2.0,java / 1179648:0
26-09 07:45:41,0.500,0.500,99.0,0.0,0.0,0.0,749912064.0,12218368.0,1123053568.0,2258141184.0,1048576.0,0.0,282.0,1406.0,4.0,0.0,java / 1048576:0
26-09 07:45:42,0.0,0.505,98.485,1.010,0.0,0.0,749912064.0,12222464.0,1123049472.0,2258141184.0,1052672.0,19132416.0,173.0,852.0,5.0,19.0,java / 1048576:8192
26-09 07:45:43,0.0,0.0,99.495,0.505,0.0,0.0,749858816.0,12222464.0,1123061760.0,2258182144.0,1048576.0,50888704.0,317.0,1480.0,4.0,53.0,java / 1048576:0
26-09 07:45:44,0.498,0.498,99.005,0.0,0.0,0.0,749834240.0,12222464.0,1123061760.0,2258206720.0,1048576.0,0.0,348.0,1508.0,4.0,0.0,java / 1048576:8192
26-09 07:45:45,0.498,0.498,97.512,1.493,0.0,0.0,750010368.0,12222464.0,1122910208.0,2258182144.0,786432.0,0.0,173.0,852.0,3.0,0.0,java / 786432:0
26-09 07:45:46,0.0,0.505,98.990,0.505,0.0,0.0,750088192.0,12230656.0,1122799616.0,2258206720.0,1048576.0,40960.0,173.0,852.0,4.0,2.0,java / 1048576:0
26-09 07:45:47,0.995,0.0,98.507,0.498,0.0,0.0,750112768.0,12230656.0,1122799616.0,2258182144.0,1048576.0,53248.0,282.0,1406.0,4.0,9.0,java / 1048576:0
26-09 07:45:48,0.500,0.500,99.0,0.0,0.0,0.0,750088192.0,12230656.0,1122799616.0,2258206720.0,1048576.0,0.0,239.0,962.0,4.0,0.0,java / 1048576:0
26-09 07:45:49,0.500,0.0,99.500,0.0,0.0,0.0,750112768.0,12230656.0,1122799616.0,2258182144.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:45:50,0.503,0.503,98.995,0.0,0.0,0.0,749744128.0,12230656.0,1122856960.0,2258493440.0,1048576.0,0.0,282.0,1464.0,4.0,0.0,java / 1048576:0
26-09 07:45:51,0.503,0.0,99.497,0.0,0.0,0.0,750047232.0,12230656.0,1122844672.0,2258202624.0,1048576.0,0.0,239.0,1584.0,4.0,0.0,java / 1048576:0
26-09 07:45:52,0.0,0.500,98.500,1.0,0.0,0.0,749953024.0,12238848.0,1122893824.0,2258239488.0,1048576.0,28672.0,173.0,852.0,4.0,3.0,java / 1048576:0
26-09 07:45:53,0.503,0.0,98.995,0.503,0.0,0.0,749953024.0,12238848.0,1122893824.0,2258239488.0,1048576.0,0.0,282.0,1406.0,4.0,0.0,java / 1048576:0
26-09 07:45:54,0.0,0.995,99.005,0.0,0.0,0.0,749617152.0,12238848.0,1122836480.0,2258632704.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 07:45:55,0.500,0.0,99.0,0.500,0.0,0.0,750075904.0,12238848.0,1122848768.0,2258161664.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:45:56,0.0,0.503,99.497,0.0,0.0,0.0,750022656.0,12238848.0,1122951168.0,2258112512.0,1179648.0,0.0,282.0,1398.0,5.0,0.0,java / 1179648:0
26-09 07:45:57,0.505,0.0,99.495,0.0,0.0,0.0,750043136.0,12238848.0,1122930688.0,2258112512.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 07:45:58,0.498,0.498,98.507,0.498,0.0,0.0,750002176.0,12247040.0,1122930688.0,2258145280.0,1048576.0,12288.0,173.0,852.0,4.0,2.0,java / 1048576:0
26-09 07:45:59,0.0,0.500,99.0,0.500,0.0,0.0,750002176.0,12247040.0,1122930688.0,2258145280.0,1048576.0,0.0,348.0,1508.0,4.0,0.0,java / 1048576:0
26-09 07:46:00,1.990,0.498,97.512,0.0,0.0,0.0,750338048.0,12247040.0,1125359616.0,2255380480.0,1048576.0,0.0,2354639.0,2356734.0,4.0,0.0,java / 1048576:2347008
26-09 07:46:01,1.015,0.508,98.477,0.0,0.0,0.0,750338048.0,12247040.0,1130369024.0,2250371072.0,1048576.0,0.0,5091467.0,5096737.0,4.0,0.0,java / 1048576:5070848
26-09 07:46:02,1.015,0.508,98.477,0.0,0.0,0.0,750149632.0,12247040.0,1135288320.0,2245640192.0,1048576.0,8192.0,5026528.0,4967530.0,4.0,1.0,java / 1048576:5005312
26-09 07:46:03,0.505,0.505,98.485,0.0,0.0,0.505,751239168.0,12247040.0,1139863552.0,2239975424.0,1048576.0,0.0,4503904.0,4574147.0,4.0,0.0,java / 1048576:4485120
26-09 07:46:04,1.500,1.0,96.500,1.0,0.0,0.0,751300608.0,12255232.0,1144737792.0,2235031552.0,1048576.0,45056.0,4895615.0,4900744.0,4.0,2.0,java / 1048576:4943872
26-09 07:46:05,0.500,1.500,97.0,0.500,0.0,0.500,751132672.0,12255232.0,1149435904.0,2230501376.0,1048576.0,0.0,4700004.0,4705417.0,4.0,0.0,java / 1048576:4681728
26-09 07:46:06,1.005,1.005,97.487,0.0,0.0,0.503,751271936.0,12255232.0,1153777664.0,2226020352.0,1048576.0,0.0,4307795.0,4312802.0,4.0,0.0,java / 1048576:4288512
26-09 07:46:07,1.500,1.500,97.0,0.0,0.0,0.0,751591424.0,12255232.0,1157910528.0,2221568000.0,1048576.0,0.0,4177056.0,4116860.0,4.0,0.0,java / 1048576:4096000
26-09 07:46:08,0.508,0.508,98.477,0.0,0.0,0.508,751538176.0,12255232.0,1162117120.0,2217414656.0,1048576.0,0.0,4177860.0,4247897.0,4.0,0.0,java / 1048576:4157440
26-09 07:46:09,0.495,2.475,96.040,0.990,0.0,0.0,751906816.0,12263424.0,1166282752.0,2212872192.0,1048576.0,16384.0,4242582.0,4182254.0,4.0,2.0,java / 1048576:4227072
26-09 07:46:10,1.0,0.500,97.500,0.500,0.0,0.500,752345088.0,12263424.0,1170358272.0,2208358400.0,1048576.0,0.0,4243012.0,4312762.0,4.0,0.0,java / 1048576:4227072
26-09 07:46:11,0.508,0.508,98.985,0.0,0.0,0.0,751673344.0,12263424.0,1174605824.0,2204782592.0,1048576.0,0.0,4112382.0,4117251.0,4.0,0.0,java / 1048576:4120576
26-09 07:46:12,0.500,1.500,98.0,0.0,0.0,0.0,751882240.0,12263424.0,1178963968.0,2200215552.0,1179648.0,28672.0,4177075.0,4182038.0,5.0,4.0,java / 1179648:4145152
26-09 07:46:13,0.500,1.500,97.500,0.0,0.0,0.500,752189440.0,12263424.0,1183100928.0,2195771392.0,1048576.0,0.0,4177535.0,4182156.0,4.0,0.0,java / 1048576:4161536
26-09 07:46:14,0.0,1.515,97.475,1.010,0.0,0.0,751996928.0,12271616.0,1187143680.0,2191912960.0,786432.0,24576.0,4242708.0,4247913.0,3.0,2.0,java / 786432:4235264
26-09 07:46:15,1.0,0.500,97.500,1.0,0.0,0.0,752754688.0,12271616.0,1191251968.0,2187046912.0,1048576.0,0.0,4242635.0,4247551.0,4.0,0.0,java / 1048576:4227072
26-09 07:46:16,1.500,1.0,97.500,0.0,0.0,0.0,752513024.0,12271616.0,1195499520.0,2183041024.0,1048576.0,0.0,4177338.0,4182169.0,4.0,0.0,java / 1048576:4161536
26-09 07:46:17,0.505,0.505,97.980,0.505,0.0,0.505,752660480.0,12271616.0,1199325184.0,2179067904.0,1048576.0,0.0,3981463.0,3986723.0,4.0,0.0,java / 1048576:3964928
26-09 07:46:18,0.505,1.010,98.485,0.0,0.0,0.0,752807936.0,12271616.0,1203445760.0,2174799872.0,1048576.0,0.0,4046693.0,4051934.0,4.0,0.0,java / 1048576:4100096
26-09 07:46:19,1.0,1.0,97.500,0.500,0.0,0.0,753369088.0,12279808.0,1207627776.0,2170048512.0,1048576.0,20480.0,4112009.0,4116772.0,4.0,2.0,java / 1048576:4030464
26-09 07:46:20,1.485,0.990,96.535,0.495,0.0,0.495,753197056.0,12279808.0,1211666432.0,2166181888.0,1048576.0,0.0,4177921.0,4183175.0,4.0,0.0,java / 1048576:4161536
26-09 07:46:21,0.505,1.010,98.485,0.0,0.0,0.0,753410048.0,12279808.0,1215811584.0,2161823744.0,1048576.0,0.0,4177139.0,4182036.0,4.0,0.0,java / 1048576:4157440
26-09 07:46:22,0.505,2.020,94.444,2.525,0.0,0.505,753680384.0,12283904.0,1219653632.0,2157707264.0,1048576.0,14725120.0,4047633.0,3855877.0,4.0,26.0,java / 1048576:3776512
26-09 07:46:23,1.010,1.010,95.960,2.020,0.0,0.0,753434624.0,12283904.0,1223901184.0,2153705472.0,1052672.0,81702912.0,3982672.0,4185061.0,5.0,78.0,java / 1048576:4292608
26-09 07:46:24,0.505,1.010,96.465,2.020,0.0,0.0,753418240.0,12292096.0,1228013568.0,2149601280.0,1048576.0,45056.0,4177998.0,4182251.0,4.0,4.0,java / 1048576:4091904
26-09 07:46:25,0.0,0.508,98.985,0.508,0.0,0.0,753700864.0,12292096.0,1232150528.0,2145181696.0,1048576.0,0.0,4242384.0,4182205.0,4.0,0.0,java / 1048576:4227072
26-09 07:46:26,2.0,0.500,97.500,0.0,0.0,0.0,752861184.0,12292096.0,1237352448.0,2140819456.0,1048576.0,0.0,4177661.0,4247893.0,4.0,0.0,java / 1048576:4227072
26-09 07:46:27,1.0,1.0,97.500,0.500,0.0,0.0,753086464.0,12292096.0,1241415680.0,2136530944.0,1048576.0,0.0,3916157.0,3920712.0,4.0,0.0,java / 1048576:3903488
26-09 07:46:28,0.503,1.005,97.990,0.0,0.0,0.503,753213440.0,12292096.0,1245220864.0,2132598784.0,1048576.0,946176.0,4046945.0,4051442.0,4.0,5.0,java / 1048576:4038656
26-09 07:46:29,1.005,1.005,96.985,1.005,0.0,0.0,752799744.0,12300288.0,1249533952.0,2128691200.0,1179648.0,36864.0,4047319.0,4052267.0,5.0,3.0,java / 1179648:3977216
26-09 07:46:30,1.005,0.503,97.990,0.503,0.0,0.0,753487872.0,12300288.0,1253548032.0,2123988992.0,1048576.0,0.0,4112405.0,4116890.0,4.0,0.0,java / 1048576:4096000
26-09 07:46:31,0.503,0.503,98.492,0.0,0.0,0.503,752979968.0,12300288.0,1257824256.0,2120220672.0,1048576.0,0.0,4177205.0,4182037.0,4.0,0.0,java / 1048576:4161536
26-09 07:46:32,0.503,0.503,98.492,0.0,0.0,0.503,753979392.0,12300288.0,1259278336.0,2117767168.0,1048576.0,0.0,1535314.0,1538263.0,4.0,0.0,java / 1048576:1531904
26-09 07:46:33,0.498,0.498,88.557,10.448,0.0,0.0,753946624.0,12300288.0,1259278336.0,2117799936.0,1048576.0,0.0,305.0,1694.0,4.0,0.0,java / 1048576:0
26-09 07:46:34,0.500,0.0,97.500,2.0,0.0,0.0,753913856.0,12308480.0,1259270144.0,2117832704.0,1048576.0,40960.0,173.0,852.0,4.0,2.0,java / 1048576:0
26-09 07:46:35,0.0,0.0,100.0,0.0,0.0,0.0,753905664.0,12308480.0,1259278336.0,2117832704.0,1048576.0,0.0,282.0,1406.0,4.0,0.0,java / 1048576:0
26-09 07:46:36,0.500,0.500,99.0,0.0,0.0,0.0,753905664.0,12308480.0,1259278336.0,2117832704.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:46:37,0.500,0.0,98.500,1.0,0.0,0.0,753872896.0,12308480.0,1259278336.0,2117865472.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 07:46:38,0.503,0.0,99.497,0.0,0.0,0.0,753872896.0,12308480.0,1259278336.0,2117865472.0,1048576.0,0.0,282.0,1398.0,5.0,0.0,java / 1048576:0
26-09 07:46:39,0.503,0.0,99.497,0.0,0.0,0.0,753872896.0,12308480.0,1259278336.0,2117865472.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:46:40,0.0,0.503,98.995,0.503,0.0,0.0,753635328.0,12316672.0,1259380736.0,2117992448.0,1048576.0,12288.0,173.0,852.0,4.0,2.0,java / 1048576:0
26-09 07:46:41,0.0,0.0,98.492,1.508,0.0,0.0,753901568.0,12316672.0,1259335680.0,2117771264.0,1048576.0,0.0,282.0,1406.0,4.0,0.0,java / 1048576:0
26-09 07:46:42,0.503,0.0,99.497,0.0,0.0,0.0,753954816.0,12316672.0,1259028480.0,2118025216.0,786432.0,0.0,173.0,852.0,3.0,0.0,java / 786432:0
26-09 07:46:43,0.503,0.0,99.497,0.0,0.0,0.0,753909760.0,12316672.0,1259073536.0,2118025216.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:46:44,0.498,0.498,99.005,0.0,0.0,0.0,753876992.0,12316672.0,1259073536.0,2118057984.0,1048576.0,0.0,282.0,1398.0,4.0,0.0,java / 1048576:0
26-09 07:46:45,1.0,0.0,99.0,0.0,0.0,0.0,753913856.0,12316672.0,1259036672.0,2118057984.0,1069056.0,0.0,173.0,852.0,5.0,0.0,java / 1069056:0
26-09 07:46:46,0.500,0.500,97.500,1.500,0.0,0.0,754032640.0,12324864.0,1259036672.0,2117931008.0,1048576.0,12288.0,173.0,852.0,4.0,2.0,java / 1048576:0
26-09 07:46:47,0.0,0.500,99.0,0.500,0.0,0.0,753872896.0,12324864.0,1259036672.0,2118090752.0,1048576.0,0.0,348.0,1508.0,4.0,0.0,java / 1048576:0
26-09 07:46:48,0.503,0.0,99.497,0.0,0.0,0.0,753872896.0,12324864.0,1259036672.0,2118090752.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:46:49,1.005,0.0,98.995,0.0,0.0,0.0,753872896.0,12324864.0,1259036672.0,2118090752.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:46:50,0.0,0.500,99.500,0.0,0.0,0.0,753840128.0,12324864.0,1259036672.0,2118123520.0,1048576.0,0.0,348.0,1492.0,4.0,0.0,java / 1048576:0
26-09 07:46:51,0.0,0.0,100.0,0.0,0.0,0.0,753840128.0,12324864.0,1259036672.0,2118123520.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:46:52,0.0,0.503,97.990,1.508,0.0,0.0,753831936.0,12333056.0,1259036672.0,2118123520.0,1048576.0,12288.0,215.0,894.0,4.0,2.0,java / 1048576:0
26-09 07:46:53,0.503,0.0,99.497,0.0,0.0,0.0,753799168.0,12333056.0,1259036672.0,2118156288.0,1048576.0,37842944.0,282.0,1406.0,4.0,37.0,java / 1048576:0
26-09 07:46:54,0.503,0.0,99.497,0.0,0.0,0.0,753799168.0,12333056.0,1259036672.0,2118156288.0,1048576.0,0.0,173.0,860.0,4.0,0.0,java / 1048576:0
26-09 07:46:55,0.0,0.503,99.497,0.0,0.0,0.0,753799168.0,12333056.0,1259036672.0,2118156288.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:46:56,0.503,0.0,99.497,0.0,0.0,0.0,753766400.0,12333056.0,1259036672.0,2118189056.0,1048576.0,0.0,282.0,1398.0,4.0,0.0,java / 1048576:0
26-09 07:46:57,0.0,0.498,99.005,0.498,0.0,0.0,753577984.0,12333056.0,1259098112.0,2118316032.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:46:58,0.0,0.503,98.492,1.005,0.0,0.0,753819648.0,12345344.0,1259098112.0,2118062080.0,1048576.0,327680.0,173.0,852.0,4.0,25.0,java / 1048576:8192
26-09 07:46:59,0.500,0.500,99.0,0.0,0.0,0.0,753692672.0,12345344.0,1259098112.0,2118189056.0,1048576.0,0.0,282.0,1414.0,4.0,0.0,java / 1048576:8192
26-09 07:47:00,0.0,0.0,100.0,0.0,0.0,0.0,753659904.0,12345344.0,1259098112.0,2118221824.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:47:01,0.498,0.498,98.507,0.498,0.0,0.0,753590272.0,12345344.0,1259040768.0,2118348800.0,1048576.0,0.0,239.0,946.0,4.0,0.0,java / 1048576:0
26-09 07:47:02,0.0,0.500,99.0,0.500,0.0,0.0,753811456.0,12345344.0,1259040768.0,2118127616.0,933888.0,0.0,426.0,1978.0,4.0,0.0,java / 933888:0
26-09 07:47:03,0.500,0.500,98.0,1.0,0.0,0.0,753618944.0,12353536.0,1259098112.0,2118254592.0,1212416.0,40960.0,239.0,946.0,11.0,3.0,java / 1212416:0
26-09 07:47:04,0.503,0.0,99.497,0.0,0.0,0.0,753627136.0,12353536.0,1259089920.0,2118254592.0,1048576.0,0.0,239.0,962.0,4.0,0.0,java / 1048576:0
26-09 07:47:05,0.503,0.0,99.497,0.0,0.0,0.0,753528832.0,12353536.0,1259155456.0,2118287360.0,1114112.0,0.0,282.0,1398.0,5.0,0.0,java / 1114112:0
26-09 07:47:06,0.498,0.498,98.507,0.498,0.0,0.0,753528832.0,12353536.0,1259155456.0,2118287360.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:47:07,0.500,0.500,98.500,0.500,0.0,0.0,753528832.0,12353536.0,1259155456.0,2118287360.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:47:08,0.0,0.0,100.0,0.0,0.0,0.0,753496064.0,12353536.0,1259155456.0,2118320128.0,1048576.0,0.0,282.0,1398.0,4.0,0.0,java / 1048576:0
26-09 07:47:09,0.500,0.500,97.500,1.500,0.0,0.0,753483776.0,12361728.0,1259286528.0,2118193152.0,1179648.0,12288.0,173.0,852.0,5.0,2.0,java / 1179648:0
26-09 07:47:10,0.0,0.0,99.495,0.505,0.0,0.0,753483776.0,12361728.0,1259286528.0,2118193152.0,1048576.0,0.0,173.0,860.0,4.0,0.0,java / 1048576:0
26-09 07:47:11,0.500,0.0,99.500,0.0,0.0,0.0,753475584.0,12361728.0,1259134976.0,2118352896.0,786432.0,0.0,282.0,1398.0,3.0,0.0,java / 786432:0
26-09 07:47:12,0.503,0.503,98.995,0.0,0.0,0.0,753586176.0,12361728.0,1259024384.0,2118352896.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:47:13,0.995,0.498,98.507,0.0,0.0,0.0,753483776.0,12361728.0,1259126784.0,2118352896.0,1048576.0,0.0,173.0,852.0,4.0,0.0,java / 1048576:0
26-09 07:47:14,0.500,0.500,98.0,1.0,0.0,0.0,753528832.0,12361728.0,1259081728.0,2118352896.0,1048576.0,0.0,282.0,1464.0,4.0,0.0,java / 1048576:0
26-09 07:47:15,0.498,0.0,97.512,1.990,0.0,0.0,753487872.0,12369920.0,1259081728.0,2118385664.0,1048576.0,12288.0,569.0,2094.0,4.0,2.0,java / 1048576:0
26-09 07:47:16,0.0,0.503,99.497,0.0,0.0,0.0,753455104.0,12369920.0,1259081728.0,2118418432.0,1048576.0,0.0,173.0,860.0,4.0,0.0,java / 1048576:0
26-09 07:47:17,0.503,0.0,99.497,0.0,0.0,0.0,753504256.0,12369920.0,1259159552.0,2118291456.0,1179648.0,0.0,282.0,1398.0,5.0,0.0,java / 1179648:0
